"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","price_vol","avg_vol","pe_z","pe_ratio_ttm","pbr_z","price_book_mrq","market_cap_millions","shares_market_cap","shares_outstanding_millions","return_on_equity_ttm_percent","der_z","total_debt_equity_mrq","profit_margin_percent","operating_margin_ttm_percent","enterprise_value_ebitda","qgyoy_adjusted","qrgyoy_z","qrgyoy","quarterly_revenue_growth_yoy_percent"
"35","BC8.AX","Black Cat Syndicate Limited","Black Cat Syndicate Ltd is an Australia-based company focused on exploration and development of Bulong Gold Field located approximately 25 kilometers (km) east of Kalgoorlie, Western Australia. Bulong Gold project covers approximately 82 square km of the Bulong Gold Field. Its projects also include Queen Margaret Corridor, Anomaly 38, Trump Corridor, Myhree-Boundary Corridor. Anomaly 38 is located on a granted exploration lease (E25/520) and is part of the Greater Woodline alluvial gold field. Trump is primarily located on granted Mining Leases, striking north, it is located approximately 250m west of the Myhree Boundary Corridor. The Myhree prospect is an area of sporadic shafts sitting between the Queen Margaret Corridor and the Trump Corridor. The Company also owns the Black Hills Project, which comprises of approximately 18 square km of tenements located immediately west of the Fingals Fortune open cut mine.",2021-02-12,0.73,1,0.2,0.75,100,1.07,93320,-0.19,0,-0.01,5.15,77.81,0.71,110.36,-14.75,-0.27,0,0,-1813.38,-41.72,202.6,1.23,126,202.6
"36","BEM.AX","Blackearth Minerals NL","BlackEarth Minerals NL, formerly Graphite Australia NL, is an Australia-based graphite exploration and development company. The Company focuses on holding interests in approximately eight exploration licenses in Western Australia in over five project locations, covering a total area of approximately 589 square kilometers. Its projects include Yalbra, which is located in Gascoyne, approximately 280 kilometers east of Carnarvon; Donnelly River, which is located in Southwest Western Australia, near Manjimup; Northern Gully, which is located approximately 40 kilometers northeast of Geraldton; Osmond Range, which is located in northwest Kimberley, and Greenhills, which is located in South West Terrane of the Yilgarn Craton, approximately 25 kilometers east of York. Osmond Range covers a series of targets within the Ahern Formation and Helicopter Siltstone. The Greenhills applications cover metamorphic rocks containing a range of graphite occurrences known as the Greenhills Graphitic Zone.",2021-02-12,0.18,0.28,0.02,0.05,316.67,5.2,4986050,-0.19,0,0.96,14.58,19.89,0.13,150.41,-117.25,-0.27,0,0,-2697.29,-10.61,6.1,-0.04,57,6.1
"37","BSX.AX","Blackstone Minerals Limited","Blackstone Minerals Limited is an Australia-based mineral exploration company. The Company intends to hold an interest in various projects located in Western Australia, such as Red Gate Project, Middle Creek Project and Silver Swan South Project. The Red Gate Project consists of a granted exploration license (E 31/1096), which covers an area of approximately 145.2 square kilometers. The Red Gate Project is located approximately 10 kilometers north of the Porphyry Gold Mine, over 140 kilometers northeast of Kalgoorlie. The Middle Creek Project, located in the Pilbara region of Western Australia, consists of approximately 21 prospecting license applications covering over 39.6 square kilometers within the Mosquito Creek Belt. The Silver Swan South Project comprises an exploration license application (E27/545) and six granted prospecting licenses. The Silver Swan South Project is along trend of the nickel sulfide Silver Swan Deposit.",2021-02-12,0.49,0.57,0.08,0.41,180.56,1.2,1073435,-0.19,0,0.23,7.5,173.79,0.54,321.83,-55.85,-0.25,2.19,0,-20624.69,-19.24,0,-1.07,1,0
"38","BSL.AX","BlueScope Steel","BlueScope Steel Limited is a steel manufacturing company. The Company offers metal coated and painted steel building products and is also a supplier of engineered building solutions (EBS) to industrial and commercial markets. It operates through segments: North Star BlueScope Steel(North Star); Australian Steel Products(ASP); Building Products Asia & North America(BP); Buildings North America (BNA), and New Zealand & Pacific Steel (NZPac). North Star is a regional supplier of hot-rolled coil in the United States. ASP produces and markets a coated and painted flat steel products, as well as various commodity flat steel products. BP is a provider of metal coated and painted steel building products. BNA provides engineered building solutions, servicing the non-residential construction needs of customers from an engineering and manufacturing base in North America. NZPac includes the New Zealand Steel, Pacific Steel, New Zealand Minerals and BlueScope Pacific Islands business areas.",2021-02-12,17,18.8,8.03,15.26,26.69,0.71,1859489,3.7,94.29,-0.4,1.37,8977,17.82,503.78,1.78,-0.03,18.76,0.85,4.54,10.09,0,-1.07,1,0
"39","BML.AX","Boab Metals Limited","Boab Metals Limited, formerly Pacifico Minerals Limited, is an Australia-based exploration company. The Company's segments include Australia and Colombia. The Company’s projects include Sorby Hills Project, which is located 50 kilometer (KM) from the regional centre of Kununurra. It is an undeveloped, near-surface sliver-zinc deposit in Australia. The project consists of six sliver-zinx deposits for lease.",2021-02-12,0.45,0.48,0.45,0,0,Inf,0,-0.19,0,0.2,7.2,72.32,0.48,152.25,-44.88,-0.26,1.31,0,-1072.78,-20.17,64.8,0.83,104,64.8
"40","BOA.AX","Boadicea Resources","Boadicea Resources Ltd is principally engaged in pursuing exploration activities on its tenements. The Company's projects include Symons Hills Project (nickel, copper and gold), which is located in the Fraser Range Province of Western Australia, east of Norseman and approximately 200 kilometers southeast of Kalgoorlie, and covers an area of over 73 square kilometers; Lake Nerramyne Project (nickel, copper, gold and platinum group elements (PGE)), which is located approximately 160 kilometers northeast of Geraldton in Western Australia and covers an area of over 164 square kilometers; Paraburdoo Project (gold and PGE), which is located approximately 25 kilometers west of township of Paraburdoo in Western Australia and covers an area of over 221 square kilometers, and Calypso Project (gold), which is located approximately 22 kilometers east of Leonora in Western Australia and covers an area of over 475 hectares. It holds interest in approximately four additional exploration licenses.",2021-02-12,0.23,0.39,0.17,0.25,-4.17,0.88,33223,0.24,10.48,-0.26,2.72,13.67,0.22,62.15,31.53,-0.23,3.34,4155.18,-1211.46,-36.8,108469.2,2.13,175,108469.2
"41","BRB.AX","Breaker Resources NL","Breaker Resources NL is a mineral exploration company, which is engaged in carrying out exploration activities on its tenements in Western Australia for identifying gold and other mineral deposits. The Company's projects include the Lake Roe Project, the Duketon North Project and the Dexter Gold Project. The Lake Roe Project is located over 100 kilometers east of Kalgoorlie in the Eastern Goldfields Superterrane, approximately 10 kilometers north of the Karonie gold deposit and over 60 kilometers south-southeast of the Karari-Carosue Dam gold deposits. The Duketon North Project is located approximately 160 kilometers north-northwest of Laverton. The Dexter Gold Project is located over 140 kilometers south-southeast of Laverton in the southern part of the Burtville and Yamarna Terranes. Its tenement package includes over 10 granted exploration licenses and approximately two applications, with a total area of over 1,700 square kilometers.",2021-02-12,0.21,0.32,0.09,0.21,-12,1.1,353722,-0.19,0,0.9,14,68.43,0.21,325.84,-248.18,-0.27,0,0,-74238.28,-4.16,154.2,1.14,121,154.2
"42","BKW.AX","Brickworks","Brickworks Limited is engaged in manufacturing a range of building products. The Company is engaged in the development and investment activities. The Company's segments include Building Products Australia, Building Products North America, Property divisions and Investments division. Building Products Australia manufactures vitrified clay, concrete and timber products used in the building industry. Building Products North America manufactures products lines including bricks and masonry blocks used in the building industry. Property division is engaged in the utilization of opportunities associated with land owned by the Company, including the sale of property and investment in Property Trusts. Investments division holds investments in the Australian share market, both for dividend income and capital growth, and includes the investment in Washington H. Soul Pattinson and Company Limited (WHSP).",2021-02-12,19.6,20.45,11.76,18.7,-0.76,0.46,252837,0.22,9.93,-0.41,1.23,2999,19.78,151.6,13.8,0.15,31.65,31.35,4.95,38.06,6,-0.04,57,6
"43","BDM.AX","Burgundy Diamond Mines Limited","Burgundy Diamond Mines Ltd, formerly EHR Resources Limited, is an Australia-based diamond exploration company. The Company is focused on developing diamond projects, which includes Naujaat Diamond Project, Nanuk Diamonds properties and La Victoria. Its Nanuk Diamonds properties includes approximately 625 mineral claims located East of the Ungava Bay in Northern Quebec and covers 274 square kilometers (km) area. It has the option to earn interest in the Naujaat Diamond Project, which is located approximately nine km northeast of the hamlet of Naujaat, Melville Peninsula, Nunavut. The Company has interests in La Victoria gold and silver project, which is located in the North-Central Mineral Belt of Peru. La Victoria project comprises approximately 80 square km.",2021-02-12,0.22,0.23,0.22,0,0,Inf,0,-0.19,0,0.43,9.35,39.42,0.15,258.76,-96.17,-0.27,0,0,-3928.37,0,35.5,0.59,91,35.5
"44","CAI.AX","Calidus Resources Limited","Calidus Resources Limited is an Australia-based gold exploration company. The Company is focused on the Warrawoona Gold Project, located within the emerging gold district of the East Pilbara, Western Australia. The Warrawoona Gold Project lies approximately 25 kilometers South East of Marble Bar. The Company also has interest in tenement E45/5172, which covers most of the Marble Bar Goldfield in Western Australia’s Pilbara.",2021-02-12,0.45,0.73,0.17,0.55,69.81,1.02,776959,-0.19,0,-0.21,3.16,152.35,0.44,342.36,-7.9,-0.27,0,0,-322.02,-77.11,0,-1.07,1,0
"45","CXL.AX","Calix Limited","Calix Limited is a minerals processing company. The Company’s Calix Flash Calciner (CFC) technology is engaged in guiding the development of powder-based approaches to control the spread of pathogens across biologically-sensitive industries, in health, food, agriculture and aquaculture. The Company’s products include ACTI-Mag, AQUA-Cal+, PROTECTA-Mag, and BOOSTER-Mag. Its ACTI-Mag is a concentrated stabilized suspension of magnesium hydroxide, an inorganic compound. AQUA-Cal+TM is used to address problems associated with intense aquaculture, such as disease and pollution, and deliver improved feed performance and yield. PROTECTA-Mag is a concentrated, controlled viscosity, stabilized suspension of magnesium hydroxide liquid (MHL) with binding and curing properties to assist in forming , stable coatings. The Company’s solutions are applicable in odour control, biogas production, sewer manhole, pumping station, prawn farming, and in agriculture.",2021-02-12,1.6,1.8,0.52,1,79.56,1.28,364021,-0.19,0,0.45,9.55,250.53,1.69,148.68,-32.89,-0.24,2.61,-50.32,-17.46,0,-4.812,-0.06,56,481.2
"46","CAY.AX","Canyon Resources","Canyon Resources Limited is engaged in bauxite and gold exploration. The Company is focused on development of Birsok Bauxite project in Cameroon. The Birsok project is located in central Cameroon and is contiguous to Minim Martap bauxite deposit. The Birsok project consists of over two permits covering an area of over 1,460 square kilometers and is located along raised plateaux. The Birsok project consists of two exploration licenses, the Birsok and Mandoum licenses, which are located in Adamawa bauxite province in central Cameroon. It has Taparko North project, Tao project, Derosa project and Pinarello project at Burkina Faso, West Africa. Its Tarparko North and Tao projects are along strike from operating gold mines Taparko and Essakane. Its Tao project lies in Gorouol Greenstone belt. The Taparko North project is located in Yalogo belt. The Pinarello and Konkolikan projects consist of over six exploration permits. The Derosa project consists of over six exploration permits.",2021-02-12,0.11,0.19,0.05,0.12,-14.29,1.17,1359892,-0.19,0,-0.06,4.62,73.67,0.12,613.9,-73.24,-0.27,0,0,-10877.4,-8.62,32.8,0.55,89,32.8
